tensor(5.3113, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0996, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3709, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0904, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9899, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2576, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0421, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2931, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8833, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0602, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0325, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1869, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9924, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9539, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9462, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0331, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9436, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9495, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1161, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3078, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0036, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9328, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3922, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1970, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0787, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0663, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1704, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1303, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1626, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2249, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0360, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3663, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2618, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4280, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2463, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1103, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9641, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0618, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0576, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2314, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9686, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9899, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0362, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0213, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2532, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1844, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1001, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0625, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9102, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3154, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2523, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0006, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9655, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2024, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0456, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3890, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0706, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1038, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8356, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0650, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0195, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1207, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9756, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0904, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5243, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2659, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1391, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2401, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0658, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8029, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9047, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1339, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0839, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9440, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0722, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1758, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9087, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0219, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4353, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8615, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9832, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1686, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0247, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0329, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9578, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0826, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9506, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1356, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9571, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1135, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0373, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0068, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0765, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0382, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9825, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8988, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1762, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1046, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2839, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2190, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0667, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0356, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6556, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0854, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8901, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9089, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3352, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1946, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9874, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9616, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0308, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0452, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2426, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2695, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0662, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9864, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9959, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4299, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2504, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1925, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1367, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0445, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0758, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3156, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2759, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0935, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1761, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0672, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0322, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1203, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9230, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0695, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1006, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9278, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0201, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9327, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8874, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1485, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1898, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9643, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1234, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0626, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3844, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0829, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9802, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0961, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0738, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1577, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0213, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1342, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2212, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1191, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9275, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1181, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2187, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0309, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9890, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9068, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3505, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2074, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.7626, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0563, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2973, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2444, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9647, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1306, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1813, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9077, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.5289, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9770, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0892, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1452, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0469, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1548, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0990, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0057, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9379, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3485, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0457, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0764, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2930, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9278, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2046, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1696, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9433, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9072, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0941, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9987, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9774, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1263, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9976, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0953, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0904, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1907, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9416, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1038, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0257, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0368, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0576, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0375, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8798, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3220, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1592, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1010, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0751, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.6446, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0674, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8643, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1788, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1700, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9776, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1312, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0066, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9689, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1245, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9601, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8949, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0586, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1195, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1413, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0061, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0398, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0012, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0045, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0941, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1143, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1244, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2033, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4184, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0232, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9514, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9539, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4174, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9942, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0451, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3892, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1021, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0197, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9427, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1095, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1099, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1001, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0966, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0328, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9273, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3911, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0322, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8840, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1130, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2161, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9163, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9060, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9547, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0145, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2921, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0860, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0305, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1006, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0167, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1129, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9828, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0083, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0976, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1284, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0955, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9769, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9600, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3031, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8941, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3154, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8976, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1765, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9064, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1916, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1074, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1596, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0903, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9345, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9915, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0100, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0987, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8676, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1577, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8621, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2658, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.3324, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2278, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8706, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2006, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0939, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9312, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0761, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1604, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2520, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9758, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1893, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8535, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0501, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1072, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0945, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1859, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0976, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0424, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9280, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0595, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1191, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1638, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1465, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8579, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2673, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2204, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9611, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1997, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1350, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1430, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0160, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1820, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9513, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9561, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1249, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9248, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0491, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9870, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1424, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2697, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.4073, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9327, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9931, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9678, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0604, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0100, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9057, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9533, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2443, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0993, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9651, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8842, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1362, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2362, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9725, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5917, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6765, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4775, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4598, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4752, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4479, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4256, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4602, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6381, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5640, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4671, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4286, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5267, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4483, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3942, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3389, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3620, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4146, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6123, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5464, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4072, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5128, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5404, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6871, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4771, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4088, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4954, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3896, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4863, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6915, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4182, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4780, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8249, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4594, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3881, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4435, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4853, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4443, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3622, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4099, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4176, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5407, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4717, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4364, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4434, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4081, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3629, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3543, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4641, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3900, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3739, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5163, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4574, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5677, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3658, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3628, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.4647, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5683, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5037, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.3844, device='cuda:0', grad_fn=<AddBackward0>)
